,type
1336,"['adult', 'alarm call', 'call', 'flight call', 'sex uncertain', 'song']"
1337,['song']
1338,"['call', 'flight call']"
1339,['song']
1340,['song']
1341,"['alarm call', 'call', 'flight call', 'song']"
1342,['song']
1343,['song']
1344,['song']
1345,"['call', 'flight call', 'song']"
1346,['song']
1347,"['call', 'flight call', 'song']"
1348,"['call', 'flight call', 'nocturnal flight call']"
1349,"['call', 'flight call']"
1350,"['call', 'flight call']"
1351,"['call', 'flight call']"
1352,"['adult', 'call', 'sex uncertain']"
1353,"['adult', 'sex uncertain']"
1354,['']
1355,['']
1356,['']
1357,['']
1358,['']
1359,['']
1360,['']
1361,['']
1362,['']
1363,['']
1364,['']
1365,['']
1366,['']
1367,['']
1368,['']
1369,['']
1370,['']
1371,['']
1372,['']
1373,['']
1374,['']
1375,['']
1376,['']
1377,['']
1378,['']
1379,['']
1380,['']
1381,['']
1382,['']
1383,['']
1384,['']
1385,['']
1386,['']
1387,['']
1388,['']
1389,['']
1390,['']
1391,['']
1392,['']
1393,['']
1394,['song']
1395,['song']
1396,['call']
1397,['call']
1398,"['call', 'song']"
1399,['call']
1400,['call']
1401,['call']
1402,"['call', 'song']"
1403,['Call']
1404,['Call']
1405,"['call', 'song']"
1406,['call']
1407,"['call', 'male']"
1408,['call']
1409,['call']
1410,"['call', 'male']"
1411,['call']
1412,['call']
1413,['call']
1414,['call']
1415,['call']
1416,['call']
1417,['call']
1418,['call']
1419,['song']
1420,['song']
1421,['song']
1422,['song']
1423,['song']
1424,['song']
1425,"['flight call', 'song']"
1426,"['flight call', 'song']"
1427,['song']
1428,['song']
1429,['song']
1430,['song']
1431,['song']
1432,['song']
1433,"['flight call', 'song']"
1434,['song']
1435,['song']
1436,['call']
1437,['flight call']
1438,['']
1439,['']
1440,['']
1441,['']
1442,['call']
1443,['call']
1444,"['female', 'flight call', 'male']"
1445,['call']
1446,['call']
1447,['call']
1448,"['adult', 'call', 'sex uncertain', 'song']"
1449,['flight call']
1450,['call']
1451,['call']
1452,['call']
1453,['call']
1454,['call']
1455,['flight call']
1456,['flight call']
1457,['call']
1458,['flight call']
1459,['flight call']
1460,['flight call']
1461,['flight call']
1462,['call']
1463,['call']
1464,['call']
1465,['call']
1466,['call']
1467,['flight call']
1468,['flight call']
1469,['call']
1470,['flight call']
1471,['flight call']
1472,['flight call']
1473,"['begging call', 'call', 'juvenile']"
1474,['call']
1475,['call']
1476,['call']
1477,"['call', 'flight call']"
1478,['song']
1479,['flight call']
1480,['call']
1481,['call']
1482,['call']
1483,['call']
1484,['call']
1485,['flight call']
1486,['call']
1487,['call']
1488,['call']
1489,['call']
1490,"['call', 'flight call']"
1491,['flight call']
1492,['flight call']
1493,"['call', 'flight call']"
1494,['flight call']
1495,['flight call']
1496,"['call', 'flight call']"
1497,"['call', 'flight call']"
1498,"['call', 'sex uncertain']"
1499,"['call', 'flight call']"
1500,"['adult', 'call']"
1501,"['adult', 'call']"
1502,['call']
1503,['call']
1504,['call']
1505,['call']
1506,['flight call']
1507,['call']
1508,"['adult', 'sex uncertain']"
1509,"['adult', 'song']"
1510,"['adult', 'call', 'sex uncertain']"
1511,['flight call']
1512,['call']
1513,['call']
1514,['call']
1515,['call']
1516,['call']
1517,['call']
1518,['call']
1519,['call']
1520,['call']
1521,['flight call']
1522,['call']
1523,['flight call']
1524,['call']
1525,['call']
1526,['flight call']
1527,['flight call']
1528,['']
1529,['']
1530,"['call', 'subsong']"
1531,['song']
1532,['song']
1533,"['alarm call', 'call']"
1534,"['call', 'male']"
1535,"['call', 'song']"
1536,['song']
1537,['song']
1538,['call']
1539,['flight call']
1540,"['call', 'song']"
1541,"['male', 'song']"
1542,"['call', 'song']"
1543,['call']
1544,['song']
1545,['call']
1546,"['call', 'song']"
1547,"['call', 'song']"
1548,"['male', 'song']"
1549,"['call', 'male', 'song']"
1550,"['call', 'male']"
1551,['alarm call']
1552,['call']
1553,"['begging call', 'juvenile']"
1554,"['male', 'song']"
1555,"['adult', 'sex uncertain', 'song']"
1556,"['adult', 'call', 'male', 'song']"
1557,"['call', 'male']"
1558,['call']
1559,['']
1560,['']
1561,['']
1562,['']
1563,['']
1564,"['call', 'song']"
1565,['song']
1566,['song']
1567,['song']
1568,['song']
1569,['song']
1570,['song']
1571,['song']
1572,['call']
1573,['song']
1574,['song']
1575,['alarm call']
1576,['song']
1577,['call']
1578,['alarm call']
1579,['song']
1580,['song']
1581,['duet']
1582,['song']
1583,['song']
1584,['song']
1585,['call']
1586,['song']
1587,['song']
1588,['song']
1589,['song']
1590,['song']
1591,['alarm call']
1592,['song']
1593,"['call', 'song']"
1594,['song']
1595,['call']
1596,['song']
1597,['song']
1598,['song']
1599,['song']
1600,['song']
1601,['call']
1602,"['duet', 'song']"
1603,['song']
1604,['song']
1605,['call']
1606,['call']
1607,['call']
1608,['song']
1609,['song']
1610,['song']
1611,['song']
1612,['song']
1613,['song']
1614,['song']
1615,['call']
1616,['song']
1617,['song']
1618,['call']
1619,['call']
1620,['song']
1621,['song']
1622,['song']
1623,['song']
1624,['song']
1625,['song']
1626,['song']
1627,['song']
1628,['song']
1629,['song']
1630,['song']
1631,['song']
1632,['call']
1633,['song']
1634,['song']
1635,['call']
1636,['song']
1637,['song']
1638,['call']
1639,"['adult', 'song']"
1640,['song']
1641,['song']
1642,['song']
1643,['song']
1644,['song']
1645,['song']
1646,['song']
1647,['Song']
1648,['song']
1649,"['duet', 'song']"
1650,['song']
1651,"['adult', 'sex uncertain', 'song']"
1652,"['male', 'song']"
1653,"['adult', 'sex uncertain', 'song']"
1654,['call']
1655,"['adult', 'sex uncertain', 'song']"
1656,"['adult', 'sex uncertain', 'territorial flight song']"
1657,"['duet', 'song']"
1658,"['duet', 'song']"
1659,"['alarm call', 'duet']"
1660,"['duet', 'song']"
1661,['call']
1662,['']
1663,['']
1664,['']
1665,['']
1666,['']
1667,['']
1668,['']
1669,['']
1670,['']
1671,['']
1672,['']
1673,['song']
1674,['call']
1675,['call']
1676,['song']
1677,['song']
1678,['song']
1679,['song']
1680,['song']
1681,['song']
1682,['song']
1683,['song']
1684,['song']
1685,"['call', 'song']"
1686,['song']
1687,['song']
1688,['song']
1689,['song']
1690,['song']
1691,['song']
1692,['call']
1693,"['call', 'song']"
1694,['call']
1695,['song']
1696,['call']
1697,"['adult', 'call', 'male', 'song']"
1698,"['adult', 'duet', 'female', 'male']"
1699,"['adult', 'male', 'song']"
1700,['']
1701,['call']
1702,['call']
1703,['alarm call']
1704,"['female', 'male', 'song']"
1705,['call']
1706,['call']
1707,['call']
1708,['call']
1709,['song']
1710,['call']
1711,['call']
1712,['song']
1713,['call']
1714,['call']
1715,['call']
1716,['call']
1717,['alarm call']
1718,['call']
1719,"['call', 'duet']"
1720,['call']
1721,['call']
1722,['call']
1723,"['Contact call', 'alarm call']"
1724,['contact call']
1725,['call']
1726,['song']
1727,['call']
1728,['song']
1729,['song']
1730,['song']
1731,"['male', 'song']"
1732,['call']
1733,['call']
1734,['call']
1735,['call']
1736,['call']
1737,['call']
1738,"['call', 'male']"
1739,['call']
1740,['call']
1741,['call']
1742,['song']
1743,"['adult', 'sex uncertain', 'song']"
1744,"['adult', 'call']"
1745,"['adult', 'call']"
1746,['duet']
1747,"['adult', 'call']"
1748,"['adult', 'sex uncertain', 'song']"
1749,"['adult', 'sex uncertain', 'song']"
1750,"['adult', 'sex uncertain', 'song']"
1751,"['adult', 'call']"
1752,['call']
1753,['song']
1754,"['adult', 'call']"
1755,"['adult', 'call', 'duet', 'sex uncertain']"
1756,['uncertain']
1757,"['adult', 'call', 'sex uncertain']"
1758,['alarm call']
1759,['']
1760,['']
1761,['song']
1762,['song']
1763,['song']
1764,['song']
1765,['song']
1766,['song']
1767,['song']
1768,['call']
1769,['song']
1770,['song']
1771,['song']
1772,['song']
1773,['song']
1774,['song']
1775,['call']
1776,['call']
1777,['song']
1778,"['call', 'female']"
1779,"['call', 'male']"
1780,['song']
1781,['song']
1782,['song']
1783,['song']
1784,['song']
1785,['call']
1786,['song']
1787,['song']
1788,['call']
1789,['call']
1790,['call']
1791,"['male', 'song']"
1792,['song']
1793,['call']
1794,['song']
1795,['call']
1796,['song']
1797,['song']
1798,['song']
1799,['call']
1800,['call']
1801,['call']
1802,['song']
1803,['song']
1804,"['call', 'footsteps']"
1805,['song']
1806,['call']
1807,['song']
1808,['song']
1809,['song']
1810,['song']
1811,['call']
1812,['call']
1813,['song']
1814,"['call', 'song']"
1815,['song']
1816,['song']
1817,['song']
1818,"['call', 'female', 'male']"
1819,['call']
1820,"['adult', 'male', 'song']"
1821,"['adult', 'male', 'song']"
1822,['song']
1823,['song']
1824,['song']
1825,"['adult', 'sex uncertain', 'song']"
1826,['song']
1827,"['adult', 'call', 'sex uncertain']"
1828,"['adult', 'call', 'sex uncertain']"
1829,"['adult', 'sex uncertain', 'song']"
1830,"['adult', 'sex uncertain', 'song']"
1831,['uncertain']
1832,['song']
1833,"['adult', 'sex uncertain', 'song']"
1834,"['adult', 'sex uncertain', 'song']"
1835,"['adult', 'sex uncertain', 'song']"
1836,['']
1837,['alarm call']
1838,['advertising call']
1839,['call']
1840,['call']
1841,['call']
1842,['call']
1843,['call']
1844,['call']
1845,"['male', 'song']"
1846,['flight call']
1847,['alarm call']
1848,"['begging call', 'juvenile']"
1849,"['begging call', 'juvenile']"
1850,"['begging call', 'juvenile']"
1851,['call']
1852,['call']
1853,['alarm call']
1854,['series of calls']
1855,['song']
1856,['song']
1857,['song']
1858,['call']
1859,['flight call']
1860,['calls']
1861,['flight call']
1862,"['female', 'flight call', 'male']"
1863,['flight call']
1864,['flight call']
1865,['call']
1866,['call']
1867,['call']
1868,['call']
1869,"['begging call', 'call', 'female', 'juvenile', 'male']"
1870,['call']
1871,['call']
1872,['call']
1873,['call']
1874,['call']
1875,['call']
1876,"['call', 'song']"
1877,['call']
1878,['call']
1879,['call']
1880,"['call', 'voice on the nest']"
1881,['call']
1882,"['call', 'voice in copulation']"
1883,"['call', 'voice on the nest']"
1884,['call']
1885,['call']
1886,['flight call']
1887,['flight call']
1888,['call']
1889,['call']
1890,['flight call']
1891,['flight call']
1892,['flight call']
1893,['flight call']
1894,['call']
1895,"['call', 'juvenile']"
1896,['flight call']
1897,['call']
1898,['call']
1899,['call']
1900,['call']
1901,"['call', 'song']"
1902,['call']
1903,['call']
1904,['call']
1905,['call']
1906,['call']
1907,['call']
1908,['begging call']
1909,"['begging call', 'call', 'flight call']"
1910,['flight call']
1911,"['call', 'song']"
1912,"['call', 'flight call']"
1913,"['call', 'juvenile']"
1914,"['begging call', 'juvenile']"
1915,"['call', 'juvenile']"
1916,['call']
1917,['call']
1918,['call']
1919,['call']
1920,['call']
1921,['call']
1922,['call']
1923,['call']
1924,['call']
1925,['flight call']
1926,['call']
1927,['call']
1928,['call']
1929,['call']
1930,['call']
1931,['call']
1932,['call']
1933,['call']
1934,['flight call']
1935,['call']
1936,"['call', 'flight call']"
1937,['call']
1938,['call']
1939,['call']
1940,['call']
1941,"['call', 'voice in conflict']"
1942,['call']
1943,['call']
1944,['flight call']
1945,['call']
1946,['flight call']
1947,['flight call']
1948,['call']
1949,['call']
1950,['call']
1951,['song']
1952,['call']
1953,['call']
1954,"['begging call', 'call', 'juvenile']"
1955,"['begging call', 'call', 'juvenile']"
1956,['flight call']
1957,['call']
1958,['song']
1959,['alarm call']
1960,['alarm call']
1961,"['call', 'mating call']"
1962,['call']
1963,['call']
1964,['call']
1965,['flight call']
1966,['call']
1967,['call']
1968,['song']
1969,['flight call']
1970,['call']
1971,['call']
1972,['call']
1973,['call']
1974,['call']
1975,['call']
1976,['call']
1977,['call']
1978,"['call', 'voice during copulation?']"
1979,"['call', 'sepcial call']"
1980,"['call', 'female']"
1981,['call']
1982,['flight call']
1983,['call']
1984,['song']
1985,['call']
1986,['flight call']
1987,['flight call']
1988,['call']
1989,['call']
1990,['call']
1991,"['call', 'voice of nestling?']"
1992,['call']
1993,['call']
1994,['call']
1995,"['call', 'juvenile']"
1996,"['begging call', 'call', 'juvenile']"
1997,"['begging call', 'call', 'juvenile']"
1998,['call']
1999,"['begging call', 'call', 'juvenile']"
2000,['call']
2001,['call']
2002,['wing noise']
2003,['call']
2004,"['begging call', 'call', 'juvenile']"
2005,"['call', 'flight call']"
2006,"['call', 'flight call']"
2007,"['begging call', 'juvenile']"
2008,"['begging call', 'juvenile']"
2009,"['begging call', 'juvenile']"
2010,['flight call']
2011,['call']
2012,"['begging call', 'call', 'juvenile']"
2013,"['begging call', 'call', 'juvenile']"
2014,"['begging call', 'call', 'juvenile']"
2015,"['begging call', 'call', 'juvenile']"
2016,['flight call']
2017,['flight call']
2018,['flight call']
2019,['flight call']
2020,['call']
2021,['call']
2022,"['adult', 'call', 'sex uncertain']"
2023,"['begging call', 'hatchling or nestling']"
2024,"['begging call', 'hatchling or nestling']"
2025,"['begging call', 'hatchling or nestling']"
2026,"['alarm call', 'sex uncertain']"
2027,"['adult', 'call', 'sex uncertain']"
2028,['call']
2029,['call']
2030,"['adult', 'call', 'sex uncertain']"
2031,"['song', 'wings beats']"
2032,['call']
2033,['call']
2034,['call']
2035,"['call', 'juvenile']"
2036,"['Call from a eucaliptus', 'begging call', 'call', 'life stage uncertain', 'sex uncertain']"
2037,"['flight call', 'life stage uncertain', 'sex uncertain']"
2038,['uncertain']
2039,"['male', 'song']"
2040,"['male', 'song']"
2041,"['flight call', 'sex uncertain']"
2042,"['call', 'flight call']"
2043,"['call', 'sex uncertain']"
2044,['alarm call']
2045,['call']
2046,['call']
2047,['song']
2048,"['life stage uncertain', 'sex uncertain', 'song']"
2049,['call']
2050,"['adult', 'call', 'sex uncertain']"
2051,"['adult', 'call', 'sex uncertain']"
2052,"['adult', 'call', 'sex uncertain']"
2053,"['adult', 'call']"
2054,"['adult', 'call']"
2055,['call']
2056,['call']
2057,['call']
2058,['call']
2059,['call']
2060,['call']
2061,['call']
2062,"['adult', 'flight call', 'song']"
2063,['call']
2064,['call']
2065,"['adult', 'call', 'flight call']"
2066,['flight call']
2067,['flight call']
2068,['flight call']
2069,['call']
2070,"['adult', 'call', 'sex uncertain']"
2071,"['call', 'song']"
2072,['call']
2073,['call']
2074,['call']
2075,['call']
2076,"['begging call', 'call', 'hatchling or nestling', 'juvenile']"
2077,"['adult', 'call', 'sex uncertain']"
2078,['']
2079,['']
2080,['']
2081,['']
2082,['']
2083,['']
2084,['']
2085,['call']
2086,['']
2087,['']
2088,['']
2089,['']
2090,['']
2091,['']
2092,['']
2093,['']
2094,['']
2095,['']
2096,['']
2097,['']
2098,['']
2099,['call']
2100,['call']
2101,['call']
2102,['call']
2103,['call']
2104,['call']
2105,['call']
2106,['call']
2107,['call']
2108,['flight call']
2109,['flight call']
2110,['call']
2111,"['call', 'flight call']"
2112,['call']
2113,"['alarm call', 'call']"
2114,['song']
2115,['call']
2116,['alarm call']
2117,"['call', 'flight call']"
2118,['call']
2119,"['call', 'flight call']"
2120,['alarm call']
2121,['call']
2122,['call']
2123,['alarm call']
2124,['alarm call']
2125,['alarm call']
2126,['call']
2127,"['adult', 'alarm call']"
2128,"['adult', 'call']"
2129,['call']
2130,['call']
2131,['call']
2132,['call']
2133,['call']
2134,['song']
2135,"['call', 'song']"
2136,"['adult', 'call', 'sex uncertain']"
2137,"['adult', 'call']"
2138,['uncertain']
2139,"['adult', 'flight call', 'sex uncertain']"
2140,"['call', 'flight call']"
2141,"['adult', 'call', 'sex uncertain']"
2142,"['adult', 'flight call', 'sex uncertain']"
2143,"['adult', 'alarm call', 'sex uncertain']"
2144,"['adult', 'call', 'sex uncertain']"
2145,['']
2146,['']
2147,['']
2148,['']
2149,"['flight call', 'male']"
2150,['song']
2151,"['call', 'female', 'male', 'song']"
2152,"['call', 'female', 'flight call', 'male', 'song']"
2153,"['begging call', 'juvenile']"
2154,"['begging call,juvenile']"
2155,['call']
2156,['song']
2157,"['call', 'song']"
2158,['call']
2159,['song']
2160,['song']
2161,['song']
2162,"['call', 'male & female call']"
2163,['call']
2164,"['call', 'female', 'male']"
2165,['alarm call']
2166,['call']
2167,['call']
2168,['call']
2169,"['begging call', 'juvenile']"
2170,"['female', 'male', 'song']"
2171,"['call', 'female', 'male', 'song']"
2172,['call']
2173,['call']
2174,['call']
2175,['call']
2176,['song']
2177,"['call', 'song']"
2178,['call']
2179,['call']
2180,['call']
2181,['call']
2182,['song']
2183,['call']
2184,['call']
2185,['call']
2186,['call']
2187,['call']
2188,['call']
2189,['call']
2190,['call']
2191,['call']
2192,"['call', 'female']"
